Page URL,Name,Description,Location,Details
https://it.wikipedia.org/wiki/File:Flag_of_Italy.svg,File:Flag of Italy.svg,"File originale (file in formato SVG, dimensioni nominali 1 500 × 1 000 pixel, dimensione del file: 273 byte) There has been a long discussion on the colors of this flag. Please read the talk page before editing or reverting this image. Pantone to RGB performed by Pantone color finder. Regno Italiano
Verde 17-6153 
Bianco 11-0601
Rosso 18-1662.",,[]
