Page URL,Name,Description,Location,Details
https://it.wikipedia.org/wiki/Il_duomo_di_Milano,Il duomo di Milano,Alessandro Cicognini Il duomo di Milano è un film documentario del 1947 diretto da Alessandro Blasetti.,,"[{""Titolo originale"": ""Il duomo di Milano""}, {""Paese di produzione"": ""Italia""}, {""Anno"": ""1947""}, {""Dati tecnici"": ""B/N""}, {""Genere"": ""documentario""}, {""Regia"": ""Alessandro Blasetti""}, {""Produttore"": ""Universalia""}, {""Fotografia"": ""Mario Craveri""}, {""Montaggio"": ""Alessandro Blasetti""}, {""Musiche"": ""Enzo Masetti\nAlessandro Cicognini""}]"
